activity_id,activity_name,city_name,state_name,district_name,activity_category,activity_subcategory,tourism_type,experience_level,seasonality,activity_location,officially_recognized,source_name,source_url,evidence_notes,association_notes
ACT000391,Tiger Reserve Wildlife Jeep Safari,Pilibhit,Uttar Pradesh,Pilibhit,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Pilibhit Tiger Reserve (Chukha Beach & Mustafabad Range),Yes,Uttar Pradesh Forest Department & NTCA,https://pilibhittigerreserve.in/,"Wildlife safaris inside the Terai Arc sal forest tracking Bengal tigers, leopards, swamp deer, and honey badgers along the Sharda Sagar reservoir.","Pilibhit Tiger Reserve headquarters and tourist entry gates are situated in Pilibhit district, 35 km from Pilibhit city."
ACT000392,Triveni Sangam Holy Boat Ride & Snan Experience,Prayagraj,Uttar Pradesh,Prayagraj,Spiritual,Boating,Spiritual Tourism,Beginner,Year-round,"Triveni Sangam (Confluence of Ganga, Yamuna & Mythical Saraswati)",Yes,Prayagraj Mela Pradhikaran & UP Tourism,https://uptourism.gov.in/en/post/prayagraj,Licensed wooden boat journeys taking pilgrims to the shallow sandbars at the exact color-differentiated confluence for sacred bathing rituals.,Located at the Sangam riverfront in Prayagraj.
ACT000393,Freedom Struggle Heritage Trail,Prayagraj,Uttar Pradesh,Prayagraj,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,"Anand Bhavan, Swaraj Bhavan & Alfred Park (Chandrashekhar Azad Park)",Yes,Jawaharlal Nehru Memorial Fund & UP Tourism,https://prayagraj.nic.in/tourist-places/,"Historical walking tour covering the headquarters of the Indian National Congress, ancestral home of the Nehru family, and site of Azad's final stand.",Located within the civil lines and central sector of Prayagraj.
ACT000394,Wood Carving Handicraft Village Artisan Tour,Saharanpur,Uttar Pradesh,Saharanpur,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Winter,Wood Carving Artisan Cluster & Company Garden,Yes,"Department of MSME, Uttar Pradesh & UP Tourism",https://saharanpur.nic.in/tourist-places/,"Artisanal workshops demonstrating intricate hand-chiseling on Sheesham and mango wood creating filigree screens (jalis), furniture, and wooden decorative boxes.",Located inside Saharanpur city.
ACT000395,Water Sports and Boating,Tehri,Uttar Pradesh,Tehri Garhwal,Water,Boating,Adventure Tourism,Beginner,Year-round,Tehri Dam Adventure Reservoir (Tehri Lake),Yes,Tehri Special Area Tourism Development Authority (T-SATDA),https://uttarakhandtourism.gov.in/destination/new-tehri,"Massive inland water tourism hub featuring jet skiing, speed boating, banana boat rides, surfing, and floating houseboats.",Conducted on the emerald waters of Tehri Dam reservoir created by submergence of Old Tehri (listed under UP in historical master roster).
ACT000396,Ganga Sunrise Heritage Boat Cruise,Varanasi,Uttar Pradesh,Varanasi,Water,Boating,Cultural Tourism,Beginner,Year-round,Ganga Riverfront (Assi Ghat to Manikarnika Ghat),Yes,Varanasi Smart City Limited & UP Tourism,https://uptourism.gov.in/en/post/varanasi,Licensed traditional rowing and electric cruise boat voyages along the 84 crescent-shaped sacred ghats witnessing morning ablutions and cremation rites.,Operates along the sacred riverfront of Varanasi city.
ACT000397,Subah-e-Banaras Cultural & Ganga Aarti Experience,Varanasi,Uttar Pradesh,Varanasi,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Assi Ghat & Dashashwamedh Ghat,Yes,UP Tourism & District Administration Varanasi,https://uptourism.gov.in/en/post/varanasi,"Early dawn spiritual program featuring Vedic hymns, yajna, classical morning ragas, yoga, followed by the world-famous synchronized evening Maha Aarti.",Staged daily on the principal ghats of Varanasi.
ACT000398,Banarasi Silk Weaving & Loom Craft Tour,Varanasi,Uttar Pradesh,Varanasi,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,"Pilikothi, Madanpura & Weavers Colony",Yes,Office of the Development Commissioner for Handlooms & UP Tourism,https://uptourism.gov.in/en/post/varanasi,Artisanal studio visits observing master weavers crafting pure gold and silver zari brocade Banarasi silk sarees on hand-operated Jacquard pit looms.,Located inside traditional weaver mohallas within Varanasi city.
ACT000399,Buddhist Pilgrimage Circuit & Archaeological Walk,Varanasi,Uttar Pradesh,Varanasi,Cultural,Heritage Walk,Spiritual Tourism,Beginner,Winter,Sarnath Deer Park & Dhamek Stupa,Yes,Archaeological Survey of India (ASI) & UP Tourism,https://asi.nic.in/,"Guided walking tour through the site of Buddha's first sermon, Ashoka's lion capital pillar, ancient monastic cells, and Mulagandha Kuti Vihara.","Located at Sarnath, 10 km northeast of Varanasi center."
ACT000400,Binsar Wildlife Sanctuary Bird Watching & Forest Trek,Almora,Uttarakhand,Almora,Wildlife,Bird Watching,Eco Tourism,Moderate,Autumn,Binsar Wildlife Sanctuary & Zero Point Trail,Yes,Uttarakhand Forest Department & KMVN,https://kmvn.in/,Over 200 species of resident and migratory Himalayan birds observed along marked bridle trails amidst dense oak and rhododendron canopy.,"Binsar is the premier eco-tourism sanctuary of Almora, located 30 km north of Almora town."
ACT000401,Copper & Aipan Traditional Artisan Village Walk,Almora,Uttarakhand,Almora,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Tamta Mohalla & Kumaoni Heritage Crafts Quarter,Yes,"Department of Industries, Uttarakhand & Almora District Administration",https://almora.nic.in/tourist-places/,Artisanal workshops demonstrating centuries-old hammered copper utensils and ritual geometric folk floor art (Aipan).,Located inside Almora town's historic bazaar and residential quarter.
ACT000402,White Water River Rafting,Dehra Dun,Uttarakhand,Dehradun,Adventure,Rafting,Adventure Tourism,Moderate,Seasonal,Ganga River (Marine Drive / Shivpuri to Rishikesh stretch),Yes,Uttarakhand Tourism Development Board (UTDB),https://uttarakhandtourism.gov.in/activity/river-rafting,World-famous Grade III-IV river rafting on the holy Ganga regulated by the River Rafting Management Committee under UTDB.,Rishikesh and its river rafting corridors lie directly within Dehradun district and form Dehradun's primary adventure tourism circuit.
ACT000403,Fixed Platform Bungee Jumping,Dehra Dun,Uttarakhand,Dehradun,Adventure,Bungee Jumping,Adventure Tourism,Advanced,Year-round,Mohanchatti Adventure Zone (Jumpin Heights),Yes,Uttarakhand Tourism Development Board & Jumpin Heights,https://uttarakhandtourism.gov.in/activity/bungee-jumping,India's highest fixed-platform bungee jump (83 meters) operated under international safety standards certified by UTDB.,Operates in the Rishikesh adventure valley within the Dehradun tourism gateway.
ACT000404,Limestone Gorge & Stream Walk,Dehra Dun,Uttarakhand,Dehradun,Nature,Nature Walk,Eco Tourism,Beginner,Year-round,Guchhupani (Robber's Cave),Yes,Dehradun District Administration,https://dehradun.nic.in/tourist-place/robbers-cave/,Natural river-bed wading and stream trekking inside a 600-meter narrow limestone canyon where underground streams disappear and reappear.,"Located inside Dehradun municipal suburbs at Anarwala, 8 km from city center."
ACT000405,Wildlife Jeep Safari,Dehra Dun,Uttarakhand,Dehradun,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Rajaji Tiger Reserve (Mohand & Asarori Ranges),Yes,Rajaji Tiger Reserve Directorate & Uttarakhand Forest Department,https://rajajitigerreserve.uk.gov.in/,"Open jeep safari tracking wild Asian elephants, leopards, and striped hyenas in the Shivalik sal forest ecotone.",The northern forest entry gates are located directly on the southern edge of Dehradun city limits along the Saharanpur highway.
ACT000406,Ganga Aarti Boat Cruise & Spiritual Walk,Haridwar,Uttarakhand,Haridwar,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Har Ki Pauri & Brahmakund Ghats,Yes,Haridwar District Administration & Ganga Sabha,https://haridwar.nic.in/tourist-place/har-ki-pauri/,Evening sacred ceremonial walk and boat-viewing of the ancient Maha Aarti ceremony with thousands of floating earthen lamps on the holy river Ganga.,Located at Har Ki Pauri in the heart of Haridwar city.
ACT000407,Wildlife Jeep Safari,Haridwar,Uttarakhand,Haridwar,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Rajaji Tiger Reserve (Chilla Eco-Tourism Zone),Yes,"Rajaji Tiger Reserve Directorate, Government of Uttarakhand",https://rajajitigerreserve.uk.gov.in/,"Official forest department jeep safari through the 36-km Chilla track offering sightings of elephants, leopards, sambar, and king cobras.",Chilla tourism range entry gate is located 12 km from Haridwar railway station across the Chilla barrage.
ACT000408,Nag Tibba Himalayan Trekking,Mussoorie,Uttarakhand,Dehradun,Adventure,Trekking,Adventure Tourism,Moderate,Year-round,"Pantwari to Nag Tibba Summit (3,022m)",Yes,Uttarakhand Tourism Development Board,https://uttarakhandtourism.gov.in/destination/mussoorie,Premier Himalayan weekend summit trek passing through oak and rhododendron forests with panoramic views of Bandarpoonch and Swargarohini peaks.,"Mussoorie is the primary staging base, equipment hub, and transit gateway for Nag Tibba treks."
ACT000409,Forest Nature Walk & Bird Watching,Mussoorie,Uttarakhand,Dehradun,Wildlife,Bird Watching,Eco Tourism,Beginner,Spring,Benog Wildlife Sanctuary & George Everest Trail,Yes,"Mussoorie Forest Division, Uttarakhand Forest Department",https://forest.uk.gov.in/,"Designated sanctuary nature trails home to Himalayan black bear, barking deer, mountain quail, and pheasants.",Situated 11 km west of Mussoorie Library Point.
ACT000410,Colonial Ridge Heritage Walk,Mussoorie,Uttarakhand,Dehradun,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Camel's Back Road & Mall Road Heritage Corridor,Yes,Mussoorie Municipal Board & UTDB,https://uttarakhandtourism.gov.in/destination/mussoorie,"Guided pedestrian walk through 19th-century British Raj hill station architecture, historic cemetery, and natural rock formation.",Runs contiguous with Mussoorie town center.
ACT000411,Yachting and Boating,Nainital,Uttarakhand,Nainital,Water,Boating,Leisure Tourism,Beginner,Year-round,Naini Lake (Nainital Boat House Club),Yes,Nainital District Administration & Nainital Boat Club,https://nainital.nic.in/tourist-place/naini-lake/,"Traditional wooden rowing boats, paddle boats, and high-altitude sailing yachts operating on the pear-shaped natural tectonic lake.",Forms the center of Nainital town.
ACT000412,Naina Peak Forest Trekking,Nainital,Uttarakhand,Nainital,Adventure,Trekking,Nature Tourism,Moderate,Summer,"Naina Peak (Cheena Peak) Trail (2,615m)",Yes,Kumaon Mandal Vikas Nigam (KMVN),https://kmvn.in/,"A 6-km forest trail winding through cypress, oak, and pine woodlands leading to the highest point overlooking Nainital valley and Nanda Devi peaks.",Trailhead begins at Mallital within Nainital town.
ACT000413,Wildlife Jeep Safari,Nainital,Uttarakhand,Nainital,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,"Corbett Tiger Reserve (Bijrani, Jhirna & Dhela Zones)",Yes,Corbett Tiger Reserve Directorate & Uttarakhand Forest Department,https://corbettnationalpark.uk.gov.in/,"Premier open-top 4x4 gypsy safari tracking Royal Bengal tigers, wild elephants, and spotted deer in India's oldest national park.",Corbett Tiger Reserve lies in Nainital district and is marketed and serviced as the premier wildlife excursion from Nainital hill station.
ACT000414,Glacier Trekking and Expedition,Pithoragarh,Uttarakhand,Pithoragarh,Adventure,Trekking,Adventure Tourism,Advanced,Summer,Milam Glacier & Ralam Glacier Trek Route,Yes,Uttarakhand Tourism Development Board & Indian Mountaineering Foundation,https://uttarakhandtourism.gov.in/destination/pithoragarh,Challenging multi-day high-altitude trek traversing the Gori Ganga valley to the base of Trishuli and Hardeol massifs.,"Pithoragarh is the district headquarters, permit issuance center, and expedition gateway."
ACT000415,Tandem Paragliding,Pithoragarh,Uttarakhand,Pithoragarh,Adventure,Paragliding,Adventure Tourism,Beginner,Seasonal,Soar Valley Flying Site,Yes,Uttarakhand Tourism Development Board (UTDB),https://uttarakhandtourism.gov.in/destination/pithoragarh,Commercial tandem joy flights launched over the broad bowl of Soar Valley with landings near the district sports stadium.,Flies directly over Pithoragarh city and the surrounding valley floor.
ACT000416,Wildlife Jeep Safari & Elephant Safari,Alipur Duar,West Bengal,Alipurduar,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Jaldapara National Park (Madarihat Gate) & Buxa Tiger Reserve,Yes,West Bengal Forest Department (Wildlife Wing),https://westbengalforest.gov.in/,Open jeep and departmental elephant safaris through Terai grassland riverine forests tracking the largest population of one-horned rhinos in Bengal.,Alipurduar is the district headquarters and transit gateway for Jaldapara and Buxa.
ACT000417,1857 Sepoy Mutiny Memorial Walk & Hooghly Promenade,Barrackpore,West Bengal,North 24 Parganas,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Mangal Pandey Park, Annapurna Temple & Gandhi Smarak Sangrahalaya",Yes,Barrackpore Municipality & West Bengal Heritage Commission,https://north24parganas.gov.in/tourist-places/,"Historical walking tour of India's oldest British cantonment (1772) where Mangal Pandey fired the first shot of the 1857 uprising, accompanied by walks along riverside ghats.",Located along the Hooghly riverfront in Barrackpore.
ACT000418,Terracotta Temple & Baluchari Weaving Craft Tour,Bishnupur,West Bengal,Bankura,Cultural,Handicraft Experience,Heritage Tourism,Beginner,Winter,"Rasmancha, Jorbangla, Shyamrai Temples & Weavers Quarter",Yes,Archaeological Survey of India & West Bengal Tourism,https://asi.nic.in/,"Walking tour of 17th-century Malla king burnt-brick terracotta temples with Ramayana relief tiles, followed by visiting Jacquard looms weaving silk Baluchari sarees depicting mythological scenes.",Located inside the historic town of Bishnupur.
ACT000419,French Colonial Strand Heritage Walk,Chandernagore,West Bengal,Hooghly,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"The Strand Promenade, Institut de Chandernagor & Sacred Heart Church",Yes,West Bengal Heritage Commission & Hooghly District Administration,https://hooghly.nic.in/tourist-places/,"Pedestrian walkway along the paved tree-lined promenade of the Hooghly river exploring French governor mansions, colonial cannons, and 17th-century French architecture.",Located along The Strand in Chandernagore.
ACT000420,Darjeeling Himalayan Railway Toy Train Joyride,Darjeeling,West Bengal,Darjeeling,Leisure,Scenic Tour,Heritage Tourism,All Levels,Year-round,Darjeeling to Ghum & Batasia Loop (UNESCO World Heritage),Yes,Northeast Frontier Railway & UNESCO World Heritage,https://nfr.indianrailways.gov.in/,"Operating 1881 vintage British steam locomotive joyride ascending through the spiral Batasia Loop and reaching Ghum, India's highest railway station (2,258m).",Departs from Darjeeling railway station inside the town.
ACT000421,Singalila Ridge & Sandakphu Alpine Trekking,Darjeeling,West Bengal,Darjeeling,Adventure,Trekking,Adventure Tourism,Advanced,Seasonal,"Manebhanjan to Sandakphu Summit (3,636m)",Yes,"West Bengal Tourism & Directorate of Forests, WB",https://wbtourism.gov.in/,"Trekking trail along the Singalila ridge offering views of four of the world's five highest peaks (Everest, Kanchenjunga, Lhotse, Makalu) and 'Sleeping Buddha'.",Darjeeling is the base hub and expedition center for Sandakphu treks.
ACT000422,Tea Estate Guided Plucking & Tea Tasting Tour,Darjeeling,West Bengal,Darjeeling,Cultural,Agro Tourism,Agro Tourism,Beginner,Spring,Happy Valley Tea Estate & Makaibari Tea Garden,Yes,Tea Board of India & West Bengal Tourism,https://wbtourism.gov.in/,"Guided walking tour through organic tea gardens observing two-leaves-and-a-bud hand plucking, orthodox manufacturing, and cupping champagne of teas.",Happy Valley estate is located 2 km from Darjeeling town center.
ACT000423,River Estuary Pleasure Cruise & Fort Ruins Walk,Diamond Harbour,West Bengal,South 24 Parganas,Water,River Cruise,Leisure Tourism,Beginner,Winter,Diamond Harbour Jetty (Hooghly River to Bay of Bengal) & Chingrihkali Fort,Yes,West Bengal Tourism Development Corporation (WBTDC Sagorika),https://wbtourism.gov.in/,"Pleasure boat cruises where the Hooghly river turns into the Bay of Bengal estuary, viewing international shipping vessels and exploring ruined 16th-century Portuguese fortress bastions.",Located on the waterfront of Diamond Harbour town.
ACT000424,Jeep Safari & Watchtower Wildlife Spotting,Jalpaiguri,West Bengal,Jalpaiguri,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Gorumara National Park (Lataguri & Jatraprasad Watchtowers),Yes,West Bengal Forest Department,https://westbengalforest.gov.in/,"Regulated morning and evening vehicle safaris to Jatraprasad and Rhino Point watchtowers overlooking salt licks frequented by rhinos, gaurs, and wild elephants.","Lataguri tourism hub is situated in Jalpaiguri district, 45 km from Jalpaiguri city."
