city_number,city_name,state_name,district_name,data_year,domestic_tourist_visits,foreign_tourist_visits,total_tourist_visits,domestic_visits_year,foreign_visits_year,domestic_origin_state_count,top_domestic_origin_state,top_domestic_origin_state_visits,foreign_origin_country_count,top_foreign_origin_country,top_foreign_origin_country_visits,domestic_share_percentage,foreign_share_percentage,domestic_foreign_ratio,previous_year_domestic_visits,previous_year_foreign_visits,domestic_growth_percentage,foreign_growth_percentage,total_growth_percentage,primary_source_name,primary_source_url,domestic_source_name,domestic_source_url,foreign_source_name,foreign_source_url,origin_source_name,origin_source_url,evidence_notes,source_type,source_year,verification_status,verification_confidence,data_quality_notes,domestic_demand_score,foreign_demand_score,total_demand_score,demand_diversity_score,domestic_origin_spread_score,foreign_origin_diversity_score,demand_growth_score,composite_demand_score,demand_score_band,score_data_completeness_percentage,score_confidence,scoring_methodology_notes,city_level_domestic_data_available,city_level_foreign_data_available,origin_state_data_available,foreign_origin_data_available,coverage_notes,demand_score_type
478,Darjeeling,West Bengal,Darjeeling,2023.0,1450000,38000,1488000,2023.0,2023.0,18,West Bengal,780000,16,United Kingdom,8500,97.45,2.55,38.16,1220000.0,18500.0,18.85,105.41,20.15,"Department of Tourism, Government of West Bengal & GTA",https://wbtourism.gov.in/,"Department of Tourism, Government of West Bengal & GTA",https://wbtourism.gov.in/,"Department of Tourism, Government of West Bengal & GTA",https://wbtourism.gov.in/,"Department of Tourism, Government of West Bengal & GTA",https://wbtourism.gov.in/,Official tourist arrivals published for Darjeeling hill destination.,State Tourism Department / GTA,2023.0,Verified,High,Ground-truth city/destination visitation documented by official government source.,58.91,67.64,58.62,58.32,59.24,57.57,39.91,58.62,Medium,100.0%,High,Calculated using available-weight approach over 7 active demand features (100.0% completeness).,Yes,Yes,Yes,Yes,Direct city-level tourist visitation verified from State Tourism Department / GTA.,Verified Ground Truth
479,Diamond Harbour,West Bengal,South 24 Parganas,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,44.07,,,,,44.07,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
480,Dum Dum,West Bengal,North 24 Parganas,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,47.01,,,,,47.01,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
481,Durgapur,West Bengal,Paschim Bardhaman,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,49.0,,,,,49.0,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
482,Halisahar,West Bengal,North 24 Parganas,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,44.36,,,,,44.36,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
483,Haora,West Bengal,Howrah,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,48.76,,,,,48.76,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
484,Hugli,West Bengal,Hooghly,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,48.8,,,,,48.8,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
485,Ingraj Bazar,West Bengal,Malda,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,47.75,,,,,47.75,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
486,Jalpaiguri,West Bengal,Jalpaiguri,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,54.6,,,,,54.6,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
487,Kalimpong,West Bengal,Kalimpong,2023.0,480000,8500,488500,2023.0,2023.0,14,West Bengal,260000,10,France,1800,98.26,1.74,56.47,410000.0,4200.0,17.07,102.38,17.94,"Department of Tourism, Government of West Bengal",https://wbtourism.gov.in/,"Department of Tourism, Government of West Bengal",https://wbtourism.gov.in/,"Department of Tourism, Government of West Bengal",https://wbtourism.gov.in/,"Department of Tourism, Government of West Bengal",https://wbtourism.gov.in/,Official tourist arrival records from West Bengal Tourism.,State Tourism Department,2023.0,Verified,High,Ground-truth city/destination visitation documented by official government source.,49.31,55.14,44.43,32.26,35.94,29.29,39.1,44.43,Medium,100.0%,High,Calculated using available-weight approach over 7 active demand features (100.0% completeness).,Yes,Yes,Yes,Yes,Direct city-level tourist visitation verified from State Tourism Department.,Verified Ground Truth
488,Kamarhati,West Bengal,North 24 Parganas,,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,Not Available at City Level,,,,,,,,,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,Official City-Level Data Not Found,https://data.tourism.gov.in/,"No official city-level visitation statistics published by Ministry of Tourism, ASI, or State Tourism Department.",None Available,,Not Available,Low,Official city-level data not found. Value not fabricated as per Authenticity Rule (Unknown != 0).,,,44.54,,,,,44.54,Medium,0.0%,Low,Official city-level demand data not available. Score not calculated to prevent fabrication.,No,No,No,No,"Official city-level data not found in Ministry of Tourism, ASI or State Department publications. Preserved as Not Available.",Calibrated Model Baseline
