cultural_id,cultural_asset_name,city_name,state_name,district_name,cultural_category,cultural_subcategory,tourism_type,cultural_significance,recognition_status,unesco_ich_status,gi_status,official_recognition,source_name,source_url,evidence_notes,association_notes
CULT_0528,1857 Sepoy Mutiny Oral Lore and Barrackpore Military Architecture,Barrackpore,West Bengal,North 24 Parganas,Cultural Practice,First War of Independence Patriotic Memory & Cantonment,Heritage Tourism,"India's oldest military cantonment established in 1772, birthplace of the 1857 freedom struggle where Sepoy Mangal Pandey struck the first blow against British colonial rule, commemorated at Mangal Pandey Udyan.",National,Not Listed,Not GI Registered,Yes,Ministry of Defence / West Bengal Tourism,https://wbtourism.gov.in/,Documented national historical memorial site.,Directly located along the riverfront in Barrackpore.
CULT_0529,Sundarbans Bonbibi Oral Folklore and Honey Collector Traditions,Basirhat,West Bengal,North 24 Parganas,Oral Tradition/Folklore,Forest Goddess Worship Plays (Bonbibir Palagaan),Cultural Tourism,Syncretic oral dramatic tradition of the Sundarbans where Hindu and Muslim honey gatherers (Mowals) and woodcutters perform plays honoring forest goddess Bonbibi to seek protection against Royal Bengal tigers.,National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi / Sundarban Biosphere Reserve,https://wbtourism.gov.in/,Documented syncretic living oral heritage.,"Centered in Basirhat, the gateway to the North 24 Parganas Sundarbans."
CULT_0530,Bhatpara Sanskrit Tols and Scholastic Vedic Learning Tradition,Bhatpara,West Bengal,North 24 Parganas,Oral Tradition/Folklore,Sanskrit Scholastic Academies (Tols) and Navya-Nyaya Logic,Cultural Tourism,"Historic Brahminical seat of Sanskrit learning and Navya-Nyaya (New Logic) philosophy running residential Tols for centuries, producing eminent Sanskrit pandits who advised Bengal courts.",National,Not Listed,Not GI Registered,Yes,Rashtriya Sanskrit Sansthan / Government of West Bengal,https://north24parganas.gov.in/,Historical center of Sanskrit scholastic learning in Bengal.,Directly located at Bhatpara along the Hooghly River.
CULT_0531,Baluchari Saree Handloom Weaving of Bishnupur,Bishnupur,West Bengal,Bankura,Handloom/Textile,Jacquard Silk Weaving with Narrative Epic Panels,Arts & Crafts Tourism,"Famed handloom silk saree where the broad pallu and borders are woven with intricate narrative scenes from the Ramayana, Mahabharata, and royal courtly processions using jacquard cards without zari.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/143,Registered under GI Application No. 143 as Baluchari Saree.,Practiced by master weavers in Bishnupur.
CULT_0532,Bishnupur Terracotta Temples and Gharana Classical Music,Bishnupur,West Bengal,Bankura,Traditional Architecture,Malla Dynasty Laterite Terracotta Temples and Dhrupad Gharana,Heritage Tourism,"17th-century terracotta-clad laterite temples built by Malla kings (Rasmancha, Jor Bangla, Madan Mohan), alongside Bengal's only Dhrupad classical music school (Bishnupur Gharana).",UNESCO,UNESCO Tentative/other relevant status,Not GI Registered,Yes,UNESCO World Heritage Tentative List / Archaeological Survey of India,https://whc.unesco.org/en/tentativelists/1087/,Inscribed on UNESCO World Heritage Tentative List (1998) as Temples at Bishnupur.,Directly located in Bishnupur.
CULT_0533,Komagata Maru Historical Memory and Hooghly River Folklore,Budge Budge,West Bengal,South 24 Parganas,Cultural Practice,Patriotic Martyrdom Commemoration & River Port Lore,Heritage Tourism,"Historic port site where the Japanese steamship Komagata Maru carrying 376 Indian passengers docked in September 1914, resulting in a brutal police clash and the sacrifice of 20 martyrs, commemorated at Komagata Maru Memorial.",National,Not Listed,Not GI Registered,Yes,Ministry of Culture / Kolkata Port Trust,https://s24pgs.gov.in/,Designated national historical memorial site.,Located at Budge Budge port on the Hooghly River.
CULT_0534,Bardhaman Mihidana and Sitabhog Sweet Confectionery,Burdwan,West Bengal,Purba Bardhaman,Cuisine/Food Heritage,Micro-Bead Gram Flour and Chhana Confectionery,Culinary Tourism,Centuries-old royal sweets created by Vhairab Chandra Nag in 1904 for Lord Curzon: golden micro-beaded fried gram flour pearls (Mihidana) and white basmati-chhana sweet vermicelli with mini gulab jamuns (Sitabhog).,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/592,Registered under GI Application No. 592 as Bardhaman Sitabhog and No. 593 as Bardhaman Mihidana.,Manufactured across traditional sweet confectioners in Burdwan (Bardhaman).
CULT_0535,Chandannagar French Architecture and Jagaddhatri Lighting Craft,Chandernagore,West Bengal,Hooghly,Handicraft,French Colonial Heritage and Animated Illumination Craft,Arts & Crafts Tourism,"Former French trading comptoir featuring riverside Strand promenade and Institut de Chandernagore, world-renowned for the magnificent illuminated moving light cutouts invented for Jagaddhatri Puja.",State,Not Listed,Not GI Registered,Yes,West Bengal Tourism / INTACH,https://wbtourism.gov.in/,Celebrated state cultural festival and artisanal illumination hub.,Centered in Chandannagar (Chandernagore).
CULT_0536,Darjeeling Himalayan Tea Agro-Culinary Heritage,Darjeeling,West Bengal,Darjeeling,Traditional Product,Muscatel Flavor High-Altitude Tea Cultivation,Culinary Tourism,"The 'Champagne of Teas' cultivated on misty Himalayan hill slopes at altitudes up to 6,000 feet, harvested in distinct seasonal flushes to produce a floral muscatel character, recognized as India's very first GI.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/1,Registered under GI Application No. 1 as Darjeeling Tea (Word and Logo); India's first ever registered GI (2004).,Cultivated across the 87 registered tea gardens of Darjeeling.
CULT_0537,Hooghly Estuary Riverine Fishing Folklore and Hilsa Culinary Heritage,Diamond Harbour,West Bengal,South 24 Parganas,Cuisine/Food Heritage,Monsoon Hilsa (Ilish) Culinary Lore & Coastal Boatcraft,Culinary Tourism,"Traditional riverine fishing of the silver Hilsa (Tenualosa ilisha) ascending the Hooghly estuary during monsoons, prepared in mustard gravy (Shorshe Ilish) and smoked (Bhapa Ilish).",State,Not Listed,Not GI Registered,Yes,"Department of Fisheries, Government of West Bengal",https://wbtourism.gov.in/,Documented culinary tradition in state cultural profiles.,Centered at Diamond Harbour.
CULT_0538,Clive House Archaeological Heritage and Suburban Jatra Folk Theatre,Dum Dum,West Bengal,North 24 Parganas,Traditional Architecture,Ancient Mound Archaeology and Open-Air Melodramatic Theatre,Heritage Tourism,"Historic archaeological mound and 18th-century country residence of Lord Clive at Dum Dum, alongside suburban neighborhood training centres for popular Bengali open-air folk theatre (Jatra).",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Paschimbanga Jatra Academy,https://asi.nic.in/,Centrally protected monument maintained by ASI.,Located at Dum Dum.
CULT_0539,Industrial Metal Foundry Craftsmanship and Rarh Folk Ballads,Durgapur,West Bengal,Paschim Bardhaman,Handicraft,Heavy Metal Foundry Artisanship and Damodar Folklore,Arts & Crafts Tourism,"Artisan iron casting and steel metallurgy skills developed in the post-independence steel hub, complemented by the oral ballad traditions of the Damodar river valley.",Institutional,Not Listed,Not GI Registered,Yes,"Steel Authority of India / Department of Tourism, West Bengal",https://wbtourism.gov.in/,Documented modern industrial-cultural heritage.,Directly located at Durgapur.
CULT_0540,Ramprasad Sen Shakta Padavali Devotional Singing Heritage,Halisahar,West Bengal,North 24 Parganas,Music,Shakta Devotional Poetry and Rhythmic Kali Hymns,Cultural Tourism,"Birthplace and hermitage of 18th-century mystic poet Ramprasad Sen, founder of the Ramprasadi musical tune dedicated to Mother Kali, sung by wandering Bauls and classical vocalists alike.",State,Not Listed,Not GI Registered,Yes,"Information and Cultural Affairs Department, West Bengal",https://wbtourism.gov.in/,Documented spiritual literary heritage in state cultural records.,Located at Halisahar on the Hooghly River.
CULT_0541,Howrah Bridge Engineering Marvel and Mangal Hat Handloom Market,Haora,West Bengal,Howrah,Traditional Architecture,Cantilever Riveted Steel Engineering and Wholesale Textile Market,Heritage Tourism,"Iconic 1943 riveted balanced cantilever bridge across the Hooghly built without nuts and bolts, paired with Asia's largest weekly handloom wholesale market (Mangal Hat) connecting rural weavers.",National,Not Listed,Not GI Registered,Yes,Syama Prasad Mookerjee Port / Howrah Municipal Corporation,https://howrah.gov.in/,Nationally recognized engineering heritage and handloom trade center.,Directly located in Howrah (Haora).
CULT_0542,Hooghly Imambara Acoustic Clock and Bandel Church Architecture,Hugli,West Bengal,Hooghly,Traditional Architecture,Shia Memorial Architecture with Massive Clockwork & 1599 Marian Basilica,Heritage Tourism,"19th-century Shia assembly hall designed by Haji Muhammad Mohsin with a giant mechanical double-dial pendulum clock and sun-dial, alongside eastern India's oldest Christian church (Bandel Church, 1599).",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Hooghly District Administration,https://hooghly.nic.in/,Centrally protected heritage monument complex maintained by ASI.,Located in Hooghly-Chinsurah.
CULT_0543,Malda Silk Weaving and Fazli Mango Agro-Culture,Ingraj Bazar,West Bengal,Malda,Handloom/Textile,Mulberry Silk Reeling & Late-Season Giant Mango Cultivation,Arts & Crafts Tourism,"Centuries-old silk cocoon rearing and raw silk twisting in Sujapur, paired with the cultivation of massive, sweet, late-season Malda Fazli mangoes.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/111,Registered under GI Application No. 111 as Fazli Mango.,Centered at Ingraj Bazar (Malda town).
CULT_0544,Dooars Tea Garden Labor Folklore and Rava Folk Dance,Jalpaiguri,West Bengal,Jalpaiguri,Tribal/Indigenous Culture,Tea Plantation Community Folk Songs and Step Dance,Rural Tourism,"Multi-ethnic folklore of the Adivasi tea garden workers of the Dooars performing Karam and Jhumur songs, alongside rhythmic agricultural step dances of the indigenous Rava tribe.",State,Not Listed,Not GI Registered,Yes,"Information and Cultural Affairs Department, West Bengal",https://wbtourism.gov.in/,Documented in state tea plantation and tribal cultural surveys.,Practiced in Jalpaiguri district.
CULT_0545,Lepcha Handloom Weaving and Kalimpong Cheese Making Craft,Kalimpong,West Bengal,Kalimpong,Handloom/Textile,Loin-Loom Woollen Weaving and Artisanal Hill Cheese,Arts & Crafts Tourism,"Ancient loin-loom weaving of traditional striped Lepcha cotton-wool coats (Togor) and shoulder bags, complemented by Swiss missionary-introduced artisanal Gouda-style round rind cheese.",National,Not Listed,Not GI Registered,Yes,Directorate of Cinchona and Other Medicinal Plants / Kalimpong Arts,https://kalimpong.gov.in/,Documented indigenous craft and culinary heritage.,Directly located in Kalimpong town.
CULT_0546,Belgharia-Kamarhati Industrial Textile Lore and Durga Puja Crafts,Kamarhati,West Bengal,North 24 Parganas,Cultural Practice,Working-Class Textile Lore & Pandal Theme Craftsmanship,Cultural Tourism,"Historical working-class culture of the northern Hooghly riverbank cotton and jute mills, evolving into community craftsmanship fabricating artistic Durga Puja pandal structures.",State,Not Listed,Not GI Registered,Yes,"Department of Tourism, Government of West Bengal",https://wbtourism.gov.in/,Documented in suburban industrial and festival archives.,Located at Kamarhati.
CULT_0547,Kanchrapara Railway Artisan Metallurgy and Krishna Raya Temple,Kanchrapara,West Bengal,North 24 Parganas,Traditional Architecture,Historic Locomotive Machine Works & 18th-Century Vaishnava Temple,Heritage Tourism,"1863-established carriage and wagon workshop fostering generations of skilled metallurgical machinists, alongside the historic 1785 Krishna Raya Jiu temple.",Institutional,Not Listed,Not GI Registered,Yes,Eastern Railway / North 24 Parganas District Administration,https://north24parganas.gov.in/,Documented historical railway and temple site.,Located in Kanchrapara.
CULT_0548,IIT Kharagpur Nehru Museum and Hijli Detention Camp Memorial,Kharagpur,West Bengal,Paschim Medinipur,Cultural Practice,Freedom Struggle Memorial & Technical Higher Education Heritage,Heritage Tourism,"Former British Hijli Detention Camp where unarmed freedom fighters were shot in 1931, converted in 1951 into India's first Indian Institute of Technology (IIT) by Pandit Jawaharlal Nehru.",National,Not Listed,Not GI Registered,Yes,IIT Kharagpur / Ministry of Education,https://www.iitkgp.ac.in/,National historical memorial and pioneering institute of national importance.,Directly located at IIT Kharagpur campus.
CULT_0549,Cooch Behar Rajbari Architecture and Shitalpati Mat Weaving,Cooch Behar,West Bengal,Cooch Behar,Traditional Architecture,Classical Italian Renaissance Palace Architecture and Cane Mats,Heritage Tourism,"Monumental Victor Jubilee Palace built in 1887 modeled on Buckingham Palace, paired with the UNESCO-recognized craft of weaving fine cool Shitalpati mats from cane reeds.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / West Bengal MSME,https://asi.nic.in/,Centrally protected national monument maintained by ASI.,Directly located in Cooch Behar city.
CULT_0550,Durga Puja in Kolkata,Kolkata,West Bengal,Kolkata,Cultural Practice,"Public Ephemeral Art, Craftsmanship, and Community Festival",Cultural Tourism,"World's grandest public festival of contemporary ephemeral installation art, where thousands of temporary bamboo-and-fabric pavilions (Pandals) and clay idols of goddess Durga are crafted by Kumartuli artisans.",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/durga-puja-in-kolkata-00707,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2021).,"Celebrated across every neighborhood, lane, and river ghat in Kolkata."
